Charity_ID,Charity_Name,EIN,Street_Address,Telephone,Fax,Overall_Rating,Financial_Rating,Transparency_Rating,Program_Expenses,Administrative_Expenses,Fundraising_Expenses,Fundraising_Efficiency,Revenue_Growth,Expenses_Growth,Working_Capital_Ratio,Core_Service,Tagline,Website,Scraped_From
13036,One Way Farm - OH,31-0926233,"['6131 River Road', 'P.O. Box 18637 Fairfield, OH 45018']",(513) 829-3276,(513) 829-2150,68.87,61.88,78.00, 70.9%, 16.4%, 12.5%,$0.26,  -3.3%,  -5.7%,0.46,"Human Services : Youth Development, Shelter, and Crisis Services","Mending the minds, bodies and spirits of children",http://www.onewayfarm.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13036
14888,OneAmerica - WA,20-0384893,"['1225 South Weller Street', 'Suite 430 Seattle, WA 98144']",(206) 723-2203,(206) 826-0423,81.54,76.33,89.00, 70.3%, 20.6%,  8.9%,$0.09,  5.8%,  1.2%,0.12,Human and Civil Rights : Advocacy and Education,With Justice For All,http://weareoneamerica.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14888
10365,OneFamily - NJ,11-3585917,"['1029 Teaneck Road', 'Suite 3B Teaneck, NJ 07666']",(646) 289-8600,,77.22,68.04,96.00, 80.4%,  9.9%,  9.6%,$0.10, -16.5%, -16.5%,0.13,International : Foreign Charity Support Organizations,Overcoming Terror Together,http://www.onefamilytogether.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10365
10384,OneHope - FL,65-0246247,"['600 Southwest Third Street', 'Pompano Beach, FL 33060']",(954) 975-7777,(954) 975-0620,87.06,81.71,100.00, 82.7%,  9.3%,  7.8%,$0.08,  3.4%,  1.1%,0.19,Religion : Religious Activities,God's word. Every child.,http://www.onehope.net/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10384
10868,OneSight - OH,31-1385607,"['4000 Luxottica Place', 'Mason, OH 45040']",(888) 935-4589,,74.61,88.49,66.00, 84.9%,  9.5%,  5.4%,$0.03, 20.3%,  -4.0%,3.54,International : Development and Relief Services,To provide sustainable access to quality vision care,http://www.onesight.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10868
7612,OneSky (formerly Half the Sky) - CA,95-4714047,"['715 Hearst Avenue', 'Suite 200 Berkeley, CA 94710']",(510) 525-3377,(510) 525-3611,81.25,73.49,100.00, 84.9%,  7.4%,  7.5%,$0.06,  -2.7%,  -9.2%,0.47,International : Development and Relief Services,OneSky for all children,http://onesky.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7612
12929,OneVoice Movement - NY,30-0102398,"['PO Box 1577-OCS', 'New York, NY 10113']",(212) 897-3985,(212) 897-3986,87.48,92.42,84.00, 76.0%, 11.1%, 12.8%,$0.10, 20.6%,1.85,  3.4%,"International : International Peace, Security, and Affairs ",It's time to say what needs to be said,http://www.onevoicemovement.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12929
9832,Open Air Campaigners-USA - PA,36-2420024,"['P.O. Box D', 'Nazareth, PA 18064']",(610) 746-0508,(610) 746-0509,82.83,92.24,77.00, 84.1%, 11.3%,  4.4%,$0.04,  9.0%,0.31,  5.7%,Religion : Religious Activities,Preaching the Gospel to lost people,http://www.oacusa.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9832
12119,Open Arms of Minnesota - MN,41-1681317,"['2500 Bloomington Avenue', 'Minneapolis, MN 55404']",(612) 872-1152,(612) 872-0866,79.90,83.32,77.00, 91.5%,  4.0%,  4.4%,$0.05,  -4.3%,  2.2%,2.96,Human Services : Social Services,From a single act of kindness to nearly 3 million nutritious meals,http://www.openarmsmn.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12119
13158,Open Door Community House - GA,58-0601980,"['2405 Second Avenue', 'Columbus, GA 31901']",(706) 323-5518,(706) 327-7753,91.76,96.19,89.00, 91.8%,  4.1%,  4.0%,$0.04,  4.2%,2.18,  2.9%,Human Services : Children's and Family Services,"Opening doors of faith, hope and opportunity since 1935",http://opendoorcommunityhouse.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13158
7620,"Open Door Mission, Houston - TX",76-0146890,"['5803 Harrisburg Boulevard', 'Houston, TX 77011']",(713) 921-7520,(713) 921-4206,81.98,74.84,96.00, 80.4%,  5.3%, 14.1%,$0.17, -10.4%,  0.8%,1.42,Human Services : Homeless Services,"Transforming Lives Through Recovery, Healing and Learning.",http://www.opendoorhouston.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7620
9221,"Open Door Mission, Omaha - NE",47-0411375,"['2828 North 23rd Street, E', 'Omaha, NE 68110']",(402) 422-1111,(402) 422-0737,93.35,93.74,93.00, 87.4%,  4.4%,  8.1%,$0.07, 16.0%, 14.7%,0.46,Human Services : Homeless Services,Breaking the cycle of homelessness and poverty,http://www.opendoormission.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9221
10560,The Open Door Shelter - CT,22-2536909,"['4 Merritt Street', 'Norwalk, CT 06854']",(203) 866-1057,,81.26,75.90,89.00, 84.0%,  9.4%,  6.4%,$0.07,  -8.6%, -10.3%,0.96,Human Services : Homeless Services,Food and Shelter Today.  A Plan for Tomorrow.,http://www.opendoorshelter.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10560
14683,Open Doors - MI,23-7088427,"['1141 South Rose Street', 'Suite #3 Kalamazoo, MI 49001']",(269) 343-6064,,91.63,88.17,100.00, 81.7%, 11.7%,  6.5%,$0.07,  -0.3%, 10.1%,2.80,Human Services : Homeless Services,"Building Relationships, Overcoming Homelessness",http://www.opendoorskalamazoo.org/theopendoor.html,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14683
4264,Open Doors USA - CA,23-7275342,"['P.O. Box 27001', 'Santa Ana, CA 92799']",(888) 524-2535,(949) 752-6442,94.62,93.02,97.00, 80.2%,  9.9%,  9.8%,$0.09,  9.0%, 10.4%,0.28,Religion : Religious Activities,Serving persecuted Christians worldwide,http://www.opendoorsusa.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4264
8228,Open Hand - GA,58-1816778,"['181 Armour Drive, NE', 'Atlanta, GA 30324']",(404) 419-1109,(404) 982-9301,81.63,76.47,89.00, 89.7%,  4.6%,  5.5%,$0.08,  -6.6%,  -4.5%,0.54,Human Services : Social Services,More than a meal,http://www.projectopenhand.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8228
11519,Open Meadow Alternative Schools - OR,93-0757378,"['7633 North Wabash Avenue', 'Portland, OR 97217']",(503) 488-5184,(503) 978-1989,88.95,86.58,92.00, 83.2%, 10.1%,  6.5%,$0.06,  -2.9%,0.82,  6.9%,Education : Youth Education Programs and Services,Making a difference for North Portland youth,http://www.openmeadow.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11519
8208,Open Your Heart to the Hungry and Homeless - MN,36-3488089,"['333 Washington Ave N', 'Suite 409 Minneapolis, MN 55401']",(612) 338-5577,,89.44,89.92,89.00, 89.9%,  5.2%,  4.7%,$0.04,  1.4%,0.82,  9.2%,International : Humanitarian Relief Supplies,Giving where the need is greatest,http://www.oyh.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8208
9309,OPERA America - NY,20-3520577,"['330 Seventh Avenue', '7th & 8th Floors New York, NY 10001']",(212) 796-8620,(212) 796-8631,87.40,82.64,96.00, 68.0%, 20.9%, 11.0%,$0.14, 20.5%,1.30, 23.6%,"Arts, Culture, Humanities : Performing Arts",The national service organization for opera,http://operaamerica.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9309
8377,Opera Colorado - CO,84-0850527,"['695 South Colorado Boulevard', 'Suite 20 Denver, CO 80246']",(303) 778-7086,(303) 778-6533,69.65,58.52,89.00, 61.5%, 31.9%,  6.4%,$0.07,  -2.0%, -11.1%,0.11,"Arts, Culture, Humanities : Performing Arts",Enriching the quality of life through the presentation of opera performances,http://www.operacolorado.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8377
6818,Opera Company of Philadelphia - PA,23-1504706,"['1420 Locust Street', 'Suite 210 Philadelphia, PA 19102']",(215) 893-3600,(215) 893-7801,89.32,90.85,88.00, 83.5%,  4.9%, 11.4%,$0.16, 10.1%, 11.5%,0.83,"Arts, Culture, Humanities : Performing Arts",Ensuring the vitality and excitement of opera in Philadelphia,http://www.operaphilly.com/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6818
14572,Opera Memphis - TN,62-0785544,"['6745 Wolf River Parkway', 'Memphis, TN 38120']",(901) 257-3100,,79.56,89.68,73.00, 80.5%, 10.5%,  8.8%,$0.13,  7.0%,  5.8%,3.16,"Arts, Culture, Humanities : Performing Arts","Entertaining, educating and inspiring through the art of opera",http://www.operamemphis.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14572
9884,Opera Omaha - NE,47-6032795,"['1625 Farnam Street', 'Suite 100 Omaha, NE 68102']",(877) 346-7372,(402) 364-7323,92.06,97.81,89.00, 78.1%, 12.3%,  9.5%,$0.09, 19.1%, 14.6%,1.18,"Arts, Culture, Humanities : Performing Arts",Creating professional opera and music theater,http://www.operaomaha.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9884
8376,Opera San José - CA,77-0009773,"['2149 Paragon Drive', 'San José, CA 95131']",(408) 638-8701,(408) 437-4455,81.12,77.92,85.00, 84.2%, 10.4%,  5.2%,$0.10,  1.0%,  -3.5%,2.02,"Arts, Culture, Humanities : Performing Arts",Opera San José is dedicated to maintaining a resident company of opera singers.,http://www.operasj.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8376
6190,Opera Theatre of Saint Louis - MO,43-0821958,"['210 Hazel Avenue', 'St. Louis, MO 63119']",(314) 961-0171,(314) 961-7463,90.76,94.86,88.00, 80.7%, 11.4%,  7.7%,$0.08, 21.2%,  3.8%,1.78,"Arts, Culture, Humanities : Performing Arts",Communicating the richness and power of live opera and music theatre,http://www.opera-stl.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6190
12074,Operation Access - CA,94-3180356,"['1119 Market St.', 'Suite 400 San Francisco, CA 94103']",(415) 733-0052,(415) 733-0019,86.58,81.46,96.00, 83.8%,  7.5%,  8.5%,$0.09,  2.8%,  -0.7%,1.03,Health : Patient and Family Support,Bridging the Healthcare Gap,http://www.operationaccess.org /,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12074
4265,Operation Blessing International - VA,54-1382657,"['977 Centerville Turnpike', 'Virginia Beach, VA 23463']",(800) 730-2537,(757) 226-3657,96.39,94.90,100.00, 99.0%,  0.3%,  0.5%,< $0.01,  8.6%,  8.9%,0.02,International : Humanitarian Relief Supplies,Breaking the cycle of suffering,http://www.ob.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4265
7033,Operation Bootstrap Africa - MN,41-6051952,"['625 Fourth Ave. S.', 'Suite 110 Minneapolis, MN 55415']",(888) 755-1318,(612) 871-1695,94.80,93.84,96.00, 88.4%,  6.3%,  5.2%,$0.04, 10.3%,  9.8%,0.47,International : Development and Relief Services,Helping people help themselves in a variety of educational programs in Africa,http://www.operationbootstrapafrica.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7033
12275,Operation Breakthrough - MO,43-0971560,"['3039 Troost', 'Kansas City, MO 64109']",(816) 756-3511,(816) 329-5235,91.85,88.88,97.00, 81.1%, 13.5%,  5.2%,$0.05,  -2.9%,2.29,  3.0%,Human Services : Children's and Family Services,Help build our future  . . .one child at a time,http://www.operationbreakthrough.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12275
4266,Operation Food Search - MO,43-1241854,"['6282 Olive Boulevard', 'St. Louis,', 'MO 63130']",(314) 726-5355,(314) 726-9945,92.87,90.38,97.00, 98.4%,  0.4%,  1.1%,< $0.01,0.10,  5.4%,  5.3%,"Human Services : Food Banks, Food Pantries, and Food Distribution ",End hunger,http://www.operationfoodsearch.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4266
8178,Operation Fuel - CT,06-1253091,"['75 Charter Oak Avenue', 'Suite 2240 Hartford, CT 06106']",(860) 243-2345,,97.62,96.64,100.00, 91.4%,  4.4%,  4.0%,$0.02, 35.3%, 19.4%,0.88,Human Services : Social Services,We're all part of the operation,http://www.operationfuel.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8178
14184,Operation Gratitude - CA,20-0103575,"['P.O. Box 260257', 'Encino, CA 91426']",(800) 651-8031,,86.35,80.70,100.00, 96.1%,  2.2%,  1.5%,< $0.01,  -5.5%,  1.6%,0.75,Human Services : Social Services,"Saying ""Thank You"" to All Who Serve",https://www.operationgratitude.com/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14184
10849,Operation Homefront - TX,32-0033325,"['1355 Central Parkway, S.', 'Suite 100 San Antonio, TX 78232']",(800) 722-6098,(210) 566-7544,96.34,96.73,96.00, 92.3%,  3.9%,  3.7%,$0.03, 35.9%, 29.8%,0.97,Human Services : Social Services,"Building strong, stable, and secure military families.",http://www.operationhomefront.net/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10849
10136,Operation HOPE - CA,95-4378084,"['707 Wilshire Boulevard', '30th Floor Los Angeles, CA 90017']",(877) 592-4673,(213) 489-7511,96.77,95.44,100.00, 79.4%, 12.3%,  8.2%,$0.07, 16.5%, 17.6%,0.58,Human and Civil Rights : Advocacy and Education,From civil rights to silver rights,http://www.operationhope.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10136
5693,Operation Kindness - TX,75-1553350,"['3201 Earhart Drive', 'Carrollton, TX 75006']",(972) 418-7297,(972) 417-8956,89.40,87.33,92.00, 73.3%, 11.1%, 15.5%,$0.21, 13.9%, 13.2%,1.96,"Animals : Animal Rights, Welfare, and Services",Saving animals since 1976,http://www.operationkindness.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5693
14606,Operation Shoestring - MS,64-0471554,"['1711 Bailey Avenue', 'PO Box 11223 Jackson, MS 39283']",(601) 353-6336,,75.07,66.51,89.00, 72.7%, 14.1%, 13.1%,$0.16, -11.2%,  -8.7%,0.43,"Human Services : Youth Development, Shelter, and Crisis Services","By teaching children and inspiring families, Operation Shoestring ensures we all rise together.",http://www.operationshoestring.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14606
13252,Operation Support Our Troops - America - IL,20-4275756,"['1807 South Washington Street', 'Suite 110, #359 Naperville, IL 60565']",(630) 971-1150,,83.07,76.40,96.00, 89.0%,  6.3%,  4.6%,$0.05,  -5.2%,  -3.3%,0.73,Human Services : Social Services,Providing comfort and care at home and away,http://www.osotamerica.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13252
4268,Operation USA - CA,95-3504080,"['7421 Beverly Boulevard', 'PH Los Angeles, CA 90036']",(323) 413-2353,(323) 931-5400,88.37,83.56,100.00, 96.7%,  1.8%,  1.3%,< $0.01,  -1.1%, -13.0%,0.80,International : Humanitarian Relief Supplies,Disaster relief & development since 1979,http://www.opusa.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4268
12857,Opportunity Fund Northern California - CA,31-1719434,"['111 W. St. John Street', 'Suite 800 San Jose, CA 95113']",(408) 297-0204,(408) 297-4599,93.59,91.45,97.00, 80.2%, 13.0%,  6.6%,$0.12, 10.9%,  3.9%,1.83,Community Development : Housing and Neighborhood Development,Working capital for working people,http://www.opportunityfund.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12857
13922,Opportunity Inc. - FL,59-0624429,"['1713 Quail Drive', 'West Palm Beach, FL 33409']",(561) 712-9221,(561) 712-9224,92.76,90.22,97.00, 78.9%, 18.1%,  2.8%,$0.02,  7.0%,3.00, 12.2%,Education : Early Childhood Programs and Services,Always Benefitting Children,http://www.opportunitypbc.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13922
4270,Opportunity International - IL,54-0907624,"['550 West Van Buren', 'Suite 200 Chicago, IL 60607']",(800) 793-9455,(312) 487-5642,94.11,91.68,100.00, 91.8%,  2.5%,  5.6%,$0.16, 18.3%,  8.3%,0.26,International : Development and Relief Services,Giving the poor a working chance,http://www.opportunity.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4270
15434,The Opportunity Network - NY,43-1984494,"['55 Exchange Place', 'Suite 503 New York, NY 10005']",(646) 237-4090,(212) 747-9320,84.93,81.75,89.00, 67.5%, 10.7%, 21.7%,$0.20, 51.9%, 22.5%,0.56,Education : Other Education Programs and Services,Opening doors for a new generation of leaders,http://opportunitynetwork.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15434
10628,Optimist International Foundation - MO,23-7102928,"['4494 Lindell Boulevard', 'St. Louis, MO 63108']",(800) 500-8130,(314) 535-7436,85.97,80.16,100.00, 80.3%, 10.8%,  8.8%,$0.10,  3.1%,  2.0%,0.69,Education : Other Education Programs and Services,Helping Optimists help kids,http://www.oifoundation.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10628
7821,Oral and Maxillofacial Surgery Foundation - IL,36-6111168,"['9700 West Bryn Mawr Avenue', 'Rosemont, IL 60018']",(877) 278-9221,(847) 678-6254,73.67,65.93,85.00, 55.0%, 15.5%, 29.3%,$0.31,  1.5%,4.06,  5.7%,Health : Medical Research,Leading the specialty through support of research and education,http://www.omsfoundation.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7821
6507,Oral Health America - IL,36-2382334,"['180 North Michigan Avenue', 'Suite 1150 Chicago, IL 60601']",(312) 836-9900,(312) 836-9986,87.10,85.45,89.00, 71.0%, 15.9%, 12.9%,$0.15,  7.4%,  4.4%,0.51,"Health : Diseases, Disorders, and Disciplines",Bringing healthy mouths to life,http://www.oralhealthamerica.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6507
4272,Oral Roberts Evangelistic Association - OK,73-0568096,"['6355 East Skelley Drive', 'Tulsa, OK 74135']",(918) 591-2000,,74.01,67.96,82.00, 91.2%,  8.0%,  0.6%,< $0.01,  -9.4%,  -8.6%,< 0.01,Religion : Religious Media and Broadcasting,Taking the Good News of Jesus Christ to the world,http://www.orm.cc/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4272
5209,Orange County Community Foundation - CA,33-0378778,"['4041 MacArthur Blvd.', 'Suite 510 Newport Beach, CA 92660']",(949) 553-4202,(949) 553-4211,96.47,97.03,96.00, 95.3%,  2.4%,  2.1%,$0.01, 35.8%, 11.9%,2.76,Community Development : Community Foundations,"Encouraging, supporting, and facilitating philanthropy in Orange County",http://www.oc-cf.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5209
11103,Orange County Museum of Art - CA,95-1660847,"['850 San Clemente Drive', 'Newport Beach, CA 92660']",(949) 759-1122,,89.59,90.23,89.00, 81.8%,  8.0%, 10.0%,$0.14,  5.6%, 20.1%,2.13,"Arts, Culture, Humanities : Museums",Enriching the lives of a diverse and changing community through modern and contemporary art,http://www.ocma.net/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11103
4274,Orange County Rescue Mission - CA,95-2479552,"['One Hope Drive', 'Tustin, CA 92782']",(800) 663-3074,(714) 258-4451,80.77,72.81,100.00, 78.1%, 10.5%, 11.2%,$0.11,  -4.6%,  -7.3%,3.59,Human Services : Homeless Services,"Serving the least, the last and the lost of Orange County",http://www.rescuemission.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4274
4649,Orange County United Way - CA,33-0047994,"['18012 Mitchell Avenue South', 'Irvine, CA 92614']",(949) 660-7600,(949) 724-3030,89.24,84.79,100.00, 83.3%,  6.9%,  9.6%,$0.10,  0.3%,  3.2%,0.59,Community Development : Fundraising,Live united,http://www.unitedwayoc.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4649
13120,Orangewood Foundation - CA,95-3616628,"['1575 East 17th Street', 'Santa Ana, CA 92705']",(714) 619-0200,(714) 619-0252,88.24,83.87,96.00, 83.8%,  9.6%,  6.4%,$0.04,  -0.3%,2.46, 43.5%,Human Services : Children's and Family Services,It takes a community to rise above child abuse,http://www.orangewoodfoundation.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13120
6474,Orangutan Foundation International - CA,95-4112467,"['824 South Wellesley Avenue', 'Los Angeles, CA 90049']",(800) 672-6488,(310) 820-4962,90.05,98.72,86.00, 88.5%,  7.8%,  3.5%,$0.02,  9.9%, 14.0%,1.93,Animals : Wildlife Conservation,"97% of our DNA...100% of Our Commitment! 
Supporting Conservation and Understanding of Orangutans",http://www.orangutan.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6474
4368,ORBIS International - NY,23-7297651,"['520 Eighth Avenue', '11th Floor New York, NY 10018']",(800) 672-4787,(646) 674-5599,94.15,94.31,94.00, 93.1%,  1.7%,  5.1%,$0.05, 21.1%, 24.1%,0.35,International : Development and Relief Services,Saving sight worldwide,http://www.orbis.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4368
7070,Orchestra of St. Luke's - NY,51-0201839,"['450 West 37th Street', 'Suite 502 New York, NY 10018']",(212) 594-6100,(212) 594-3291,81.45,75.03,92.00, 84.8%,  8.1%,  6.9%,$0.13,  1.3%,  4.7%,-0.47,"Arts, Culture, Humanities : Performing Arts","Bold, joyous, passionate",http://www.oslmusic.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7070
4275,Ordway Center for the Performing Arts - MN,41-1428998,"['345 Washington Street', 'St. Paul, MN 55102']",(651) 282-3000,,90.53,92.38,89.00, 82.2%, 12.6%,  5.0%,$0.03, 30.5%,  1.2%,3.04,"Arts, Culture, Humanities : Performing Arts",Joy. Centerstage.,http://www.ordway.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4275
7417,Oregon Ballet Theatre - OR,93-1009305,"['818 Southeast Sixth Avenue', 'Portland, OR 97214']",(503) 227-0977,(503) 227-4186,70.93,69.00,73.00, 83.0%, 11.1%,  5.7%,$0.13,  -0.2%,  0.4%,-0.01,"Arts, Culture, Humanities : Performing Arts",Offering the highest quality professional ballet to the people of Oregon and Southwest Washington,http://www.obt.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7417
4276,The Oregon Community Foundation - OR,23-7315673,"['1221 Southwest Yamhill Street', 'Suite 100 Portland, OR 97205']",(503) 227-6846,(503) 274-7771,96.68,97.56,96.00, 88.3%,  9.8%,  1.7%,< $0.01,  8.5%,18.98,  2.8%,Community Development : Community Foundations,Here for Oregon. Here for good.,http://www.oregoncf.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4276
7414,Oregon Environmental Council - OR,93-0578714,"['222 Northwest Davis Street', 'Suite 309 Portland, OR 97209']",(503) 222-1963,(503) 222-1405,87.78,83.20,96.00, 80.5%,  7.3%, 12.0%,$0.10,  5.4%,  2.3%,0.53,Environment : Environmental Protection and Conservation,It's your Oregon,http://www.oeconline.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7414
4277,Oregon Food Bank - OR,93-0785786,"['7900 Northeast 33rd Drive', 'Portland,', 'OR 97211']",(800) 777-7427,(503) 282-0922,92.98,90.92,96.00, 93.6%,  1.9%,  4.4%,$0.04,0.62,  3.4%,  4.0%,"Human Services : Food Banks, Food Pantries, and Food Distribution ",Because no one should be hungry,http://www.oregonfoodbank.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4277
8566,Oregon Health & Science University Foundation - OR,23-7083114,"['1121 Southwest Salmon Street', 'Suite 100 Portland, OR 97205']",(800) 462-6608,(503) 412-6373,89.39,99.68,85.00, 83.9%,  7.4%,  8.5%,$0.07, 23.4%,8.43,  8.8%,Education : Scholarship and Financial Support,Securing private philanthropic support for OHSU,http://www.ohsu.edu/xd/about/foundation/index.cfm,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8566
7411,Oregon Historical Society - OR,93-0391599,"['1200 Southwest Park Avenue', 'Portland, OR 97205']",(503) 222-1741,(503) 221-2035,92.19,92.39,92.00, 73.9%, 17.1%,  8.8%,$0.07, 37.6%, 11.2%,2.81,"Arts, Culture, Humanities : Libraries, Historical Societies and Landmark Preservation",Preserving and interpreting Oregon's past,http://www.ohs.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7411
4278,Oregon Humane Society - OR,93-0386880,"['1067 NE Columbia Blvd', 'Portland, OR 97211']",(503) 285-7722,(503) 285-0083,87.61,82.48,100.00, 82.9%,  7.3%,  9.7%,$0.12,  0.5%,  6.1%,3.44,"Animals : Animal Rights, Welfare, and Services",End Petlessness,http://www.oregonhumane.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4278
7915,Oregon Lions Sight & Hearing Foundation - OR,93-6041506,"['1010 Northwest 22nd Avenue', 'Suite 144 Portland, OR 97210']",(800) 635-4667,(503) 413-7522,83.04,78.69,89.00, 85.2%,  3.0%, 11.6%,$0.26, -19.6%,  5.7%,4.19,Human Services : Social Services,"To screen, treat, save, and restore sight and hearing for those in need.",http://www.olshf.org/,https://web.archive.org/web/20160512103102/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7915
